Instance existence checking:
Instance with DB_ID "1385639" is used but not in table DatabaseObject!
Instance with DB_ID "1400788" is used but not in table DatabaseObject!
Instance with DB_ID "1400785" is used but not in table DatabaseObject!
Instance with DB_ID "1400784" is used but not in table DatabaseObject!
Instance with DB_ID "1400787" is used but not in table DatabaseObject!

UNLISTED	event	species

ATTRIBUTE_REMOVED	attClass	attDbId	attName	attribute	class	dbId	name
ATTRIBUTE_REMOVED	Pathway	72662	Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	orthologousEvent	Pathway	1112963	Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S
ATTRIBUTE_REMOVED	Pathway	72731	Recycling of eIF2:GDP	inferredFrom	Pathway	1112965	Recycling of eIF2:GDP
ATTRIBUTE_REMOVED	Pathway	72731	Recycling of eIF2:GDP	orthologousEvent	Pathway	1112965	Recycling of eIF2:GDP
ATTRIBUTE_REMOVED	Pathway	72737	Cap-dependent Translation Initiation	inferredFrom	Pathway	1112967	Cap-dependent translation initiation
ATTRIBUTE_REMOVED	Pathway	72737	Cap-dependent Translation Initiation	orthologousEvent	Pathway	1112967	Cap-dependent translation initiation
ATTRIBUTE_REMOVED	Pathway	72702	Ribosomal scanning and start codon recognition	inferredFrom	Pathway	1112968	Ribosomal scanning and start codon recognition
ATTRIBUTE_REMOVED	Pathway	72702	Ribosomal scanning and start codon recognition	orthologousEvent	Pathway	1112968	Ribosomal scanning and start codon recognition
ATTRIBUTE_REMOVED	Pathway	72689	Formation of a pool of free 40S subunits	inferredFrom	Pathway	1112971	Formation of a pool of free 40S subunits
ATTRIBUTE_REMOVED	Pathway	72689	Formation of a pool of free 40S subunits	orthologousEvent	Pathway	1112971	Formation of a pool of free 40S subunits
ATTRIBUTE_REMOVED	Pathway	204005	COPII-mediated vesicle transport	inferredFrom	Pathway	1112998	Intracellular transport: COPII (Coat Protein 2) mediated vesicle transport
ATTRIBUTE_REMOVED	Pathway	204005	COPII-mediated vesicle transport	orthologousEvent	Pathway	1112998	Intracellular transport: COPII (Coat Protein 2) mediated vesicle transport
ATTRIBUTE_REMOVED	Reaction	68919	Mcm10 associates with the pre-replicative complex, stabilizing Mcm2-7	inferredFrom	Reaction	1113078	Mcm10 associates with the pre-replicative complex, stabilizing Mcm2-7
ATTRIBUTE_REMOVED	Reaction	68919	Mcm10 associates with the pre-replicative complex, stabilizing Mcm2-7	orthologousEvent	Reaction	1113078	Mcm10 associates with the pre-replicative complex, stabilizing Mcm2-7
ATTRIBUTE_REMOVED	Reaction	1113094	Mcm2-7 associates with the Cdt1:CDC6:ORC:origin complex, forming the pre-replicative complex (preRC)	precedingEvent	Reaction	1113078	Mcm10 associates with the pre-replicative complex, stabilizing Mcm2-7
ATTRIBUTE_REMOVED	Reaction	68960	DNA polymerase epsilon binds at the origin	inferredFrom	Reaction	1113084	DNA polymerase epsilon binds at the origin
ATTRIBUTE_REMOVED	Reaction	68960	DNA polymerase epsilon binds at the origin	orthologousEvent	Reaction	1113084	DNA polymerase epsilon binds at the origin
ATTRIBUTE_REMOVED	Reaction	68916	DNA Replication Factor A (RPA) associates with the pre-replicative complex at the origin	inferredFrom	Reaction	1113056	DNA Replication Factor A (RPA) associates with the pre-replicative complex at the origin
ATTRIBUTE_REMOVED	Reaction	68916	DNA Replication Factor A (RPA) associates with the pre-replicative complex at the origin	orthologousEvent	Reaction	1113056	DNA Replication Factor A (RPA) associates with the pre-replicative complex at the origin
ATTRIBUTE_REMOVED	Reaction	156912	Peptide transfer from P-site tRNA to the A-site tRNA	inferredFrom	Reaction	1113109	Peptide transfer from P-site tRNA to the A-site tRNA
ATTRIBUTE_REMOVED	Reaction	156912	Peptide transfer from P-site tRNA to the A-site tRNA	orthologousEvent	Reaction	1113109	Peptide transfer from P-site tRNA to the A-site tRNA
ATTRIBUTE_REMOVED	Reaction	72631	Formation of the cap-binding eIF4F complex	inferredFrom	Reaction	1113118	Formation of the cap-binding eIF4F complex
ATTRIBUTE_REMOVED	Reaction	72631	Formation of the cap-binding eIF4F complex	orthologousEvent	Reaction	1113118	Formation of the cap-binding eIF4F complex
ATTRIBUTE_REMOVED	Reaction	68917	Cdc45 associates with the pre-replicative complex at the origin	inferredFrom	Reaction	1113091	Cdc45 associates with the pre-replicative complex at the origin
ATTRIBUTE_REMOVED	Reaction	68917	Cdc45 associates with the pre-replicative complex at the origin	orthologousEvent	Reaction	1113091	Cdc45 associates with the pre-replicative complex at the origin
ATTRIBUTE_REMOVED	Reaction	68914	DNA polymerase alpha:primase binds at the origin	inferredFrom	Reaction	1113092	DNA polymerase alpha:primase binds at the origin
ATTRIBUTE_REMOVED	Reaction	68914	DNA polymerase alpha:primase binds at the origin	orthologousEvent	Reaction	1113092	DNA polymerase alpha:primase binds at the origin
ATTRIBUTE_REMOVED	Reaction	156923	Hydrolysis of eEF1A:GTP	inferredFrom	Reaction	1113143	Hydrolysis of eEF1A:GTP
ATTRIBUTE_REMOVED	Reaction	156923	Hydrolysis of eEF1A:GTP	orthologousEvent	Reaction	1113143	Hydrolysis of eEF1A:GTP
ATTRIBUTE_REMOVED	Reaction	72670	Formation of eIF2:GDP:eIF2B intermediate	inferredFrom	Reaction	1113148	Formation of eIF2:GDP:eIF2B intermediate
ATTRIBUTE_REMOVED	Reaction	72670	Formation of eIF2:GDP:eIF2B intermediate	orthologousEvent	Reaction	1113148	Formation of eIF2:GDP:eIF2B intermediate
ATTRIBUTE_REMOVED	Reaction	72635	eIF4F binds to mRNP	inferredFrom	Reaction	1113121	eIF4F binds to mRNP
ATTRIBUTE_REMOVED	Reaction	72635	eIF4F binds to mRNP	orthologousEvent	Reaction	1113121	eIF4F binds to mRNP
ATTRIBUTE_REMOVED	Reaction	72697	Start codon recognition	inferredFrom	Reaction	1113125	Start codon recognition
ATTRIBUTE_REMOVED	Reaction	72697	Start codon recognition	orthologousEvent	Reaction	1113125	Start codon recognition
ATTRIBUTE_REMOVED	Reaction	72669	Met-tRNAi binds to eIF2:GTP to form the ternary complex	inferredFrom	Reaction	1113126	Met-tRNAi binds to eIF2:GTP to form the ternary complex
ATTRIBUTE_REMOVED	Reaction	72669	Met-tRNAi binds to eIF2:GTP to form the ternary complex	orthologousEvent	Reaction	1113126	Met-tRNAi binds to eIF2:GTP to form the ternary complex
ATTRIBUTE_REMOVED	Reaction	141673	GTP Hydrolysis by eRF3 bound to the eRF1:mRNA:polypeptide:80S Ribosome complex	inferredFrom	Reaction	1113127	GTP Hydrolysis by eRF3 bound to the eRF1:mRNA:polypeptide:80S Ribosome complex
ATTRIBUTE_REMOVED	Reaction	141673	GTP Hydrolysis by eRF3 bound to the eRF1:mRNA:polypeptide:80S Ribosome complex	orthologousEvent	Reaction	1113127	GTP Hydrolysis by eRF3 bound to the eRF1:mRNA:polypeptide:80S Ribosome complex
ATTRIBUTE_REMOVED	Reaction	72673	Release of 40S and 60S subunits from the 80S ribosome 	inferredFrom	Reaction	1113128	Release of 40S and 60S subunits from the 80S ribosome 
ATTRIBUTE_REMOVED	Reaction	72673	Release of 40S and 60S subunits from the 80S ribosome 	orthologousEvent	Reaction	1113128	Release of 40S and 60S subunits from the 80S ribosome 
ATTRIBUTE_REMOVED	Reaction	141671	Polypeptide release from the eRF3-GDP:eRF1:mRNA:80S Ribosome complex	inferredFrom	Reaction	1113130	Polypeptide release from the eRF3-GDP:eRF1:mRNA:80S Ribosome complex
ATTRIBUTE_REMOVED	Reaction	141671	Polypeptide release from the eRF3-GDP:eRF1:mRNA:80S Ribosome complex	orthologousEvent	Reaction	1113130	Polypeptide release from the eRF3-GDP:eRF1:mRNA:80S Ribosome complex
ATTRIBUTE_REMOVED	Reaction	72621	Ribosomal scanning 	inferredFrom	Reaction	1113169	Ribosomal scanning 
ATTRIBUTE_REMOVED	Reaction	72621	Ribosomal scanning 	orthologousEvent	Reaction	1113169	Ribosomal scanning 
ATTRIBUTE_REMOVED	Reaction	72663	De novo formation of eIF2:GTP	inferredFrom	Reaction	1113171	De novo formation of eIF2:GTP
ATTRIBUTE_REMOVED	Reaction	72663	De novo formation of eIF2:GTP	orthologousEvent	Reaction	1113171	De novo formation of eIF2:GTP
ATTRIBUTE_REMOVED	Reaction	156909	eEF1A complexes with GTP	inferredFrom	Reaction	1113176	eEF1A complexes with GTP
ATTRIBUTE_REMOVED	Reaction	156909	eEF1A complexes with GTP	orthologousEvent	Reaction	1113176	eEF1A complexes with GTP
ATTRIBUTE_REMOVED	Reaction	156930	GTP-binding activates eEF2	inferredFrom	Reaction	1113179	GTP-binding activates eEF2
ATTRIBUTE_REMOVED	Reaction	156930	GTP-binding activates eEF2	orthologousEvent	Reaction	1113179	GTP-binding activates eEF2
ATTRIBUTE_REMOVED	Reaction	156907	Aminoacyl-tRNA  binds to the ribosome at the A-site	inferredFrom	Reaction	1113153	Aminoacyl-tRNA  binds to the ribosome at the A-site
ATTRIBUTE_REMOVED	Reaction	156907	Aminoacyl-tRNA  binds to the ribosome at the A-site	orthologousEvent	Reaction	1113153	Aminoacyl-tRNA  binds to the ribosome at the A-site
ATTRIBUTE_REMOVED	Reaction	72722	eIF2 activation	inferredFrom	Reaction	1113161	eIF2 activation
ATTRIBUTE_REMOVED	Reaction	72722	eIF2 activation	orthologousEvent	Reaction	1113161	eIF2 activation
ATTRIBUTE_REMOVED	Reaction	141691	GTP bound eRF3:eRF1 complex binds the peptidyl tRNA:mRNA:80S Ribosome complex	inferredFrom	Reaction	1113163	GTP bound eRF3:eRF1 complex binds the peptidyl tRNA:mRNA:80S Ribosome complex
ATTRIBUTE_REMOVED	Reaction	141691	GTP bound eRF3:eRF1 complex binds the peptidyl tRNA:mRNA:80S Ribosome complex	orthologousEvent	Reaction	1113163	GTP bound eRF3:eRF1 complex binds the peptidyl tRNA:mRNA:80S Ribosome complex
ATTRIBUTE_REMOVED	Reaction	72676	eIF3 and eIF1A bind to the 40S subunit	inferredFrom	Reaction	1113204	eIF3 and eIF1A bind to the 40S subunit
ATTRIBUTE_REMOVED	Reaction	72676	eIF3 and eIF1A bind to the 40S subunit	orthologousEvent	Reaction	1113204	eIF3 and eIF1A bind to the 40S subunit
ATTRIBUTE_REMOVED	Reaction	156915	Translocation of ribosome by 3 bases in the 3' direction	inferredFrom	Reaction	1113205	Translocation of ribosome by 3 bases in the 3' direction
ATTRIBUTE_REMOVED	Reaction	156915	Translocation of ribosome by 3 bases in the 3' direction	orthologousEvent	Reaction	1113205	Translocation of ribosome by 3 bases in the 3' direction
ATTRIBUTE_REMOVED	Reaction	72691	Formation of the 43S pre-initiation complex	inferredFrom	Reaction	1113212	Formation of the 43S pre-initiation complex
ATTRIBUTE_REMOVED	Reaction	72691	Formation of the 43S pre-initiation complex	orthologousEvent	Reaction	1113212	Formation of the 43S pre-initiation complex
ATTRIBUTE_REMOVED	Reaction	203973	Vesicle budding	inferredFrom	Reaction	1113215	Vesicle budding
ATTRIBUTE_REMOVED	Reaction	203973	Vesicle budding	orthologousEvent	Reaction	1113215	Vesicle budding
ATTRIBUTE_REMOVED	Reaction	156908	eEF1A:GTP:aminoacyl tRNA ternary complex formation.	inferredFrom	Reaction	1113186	eEF1A:GTP:aminoacyl tRNA ternary complex formation.
ATTRIBUTE_REMOVED	Reaction	156908	eEF1A:GTP:aminoacyl tRNA ternary complex formation.	orthologousEvent	Reaction	1113186	eEF1A:GTP:aminoacyl tRNA ternary complex formation.
ATTRIBUTE_REMOVED	Reaction	203979	Coat Assembly	inferredFrom	Reaction	1113218	Coat Assembly
ATTRIBUTE_REMOVED	Reaction	203979	Coat Assembly	orthologousEvent	Reaction	1113218	Coat Assembly
ATTRIBUTE_REMOVED	Reaction	5694527	Loss of SAR1B GTPase	inferredFrom	Reaction	1113220	Loss of Sar1p GTPase
ATTRIBUTE_REMOVED	Reaction	204008	SEC31:SEC13 and v-SNARE recruitment	inferredFrom	Reaction	1113221	Cargo, Sec31p:Sec13p, and v-SNARE recruitment
ATTRIBUTE_REMOVED	Reaction	204008	SEC31:SEC13 and v-SNARE recruitment	orthologousEvent	Reaction	1113221	Cargo, Sec31p:Sec13p, and v-SNARE recruitment

StableIdentifier checking...
Total instances requiring stableIdentifiers but not having them: 0
